ageGroup,virus,V1,V2,V3,SARS2W,SARS2A,SARS2D,SARS2O,V1_SARS2W,V1_SARS2A,V1_SARS2D,V1_SARS2O,V2_SARS2W,V2_SARS2A,V2_SARS2D,V2_SARS2O,V3_SARS2W,V3_SARS2A,V3_SARS2D,V3_SARS2O
15-20,GX/P1E,0.290206854707599,0.429206854707599,0.429206854707599,0.32420685470759897,0.177206854707599,0.28020685470759904,0.28020685470759904,0.776206854707599,0.39020685470759897,0.47420685470759893,0.47420685470759893,0.5812068547075989,0.577206854707599,0.7402068547075992,0.7402068547075992,0.5812068547075989,0.577206854707599,0.7402068547075992,0.7402068547075992
20-25,GX/P1E,0.3119934749511281,0.4509934749511281,0.4509934749511281,0.3459934749511281,0.19899347495112812,0.3019934749511281,0.3019934749511281,0.797993474951128,0.41199347495112804,0.4959934749511281,0.4959934749511281,0.6029934749511281,0.5989934749511282,0.7619934749511282,0.7619934749511282,0.6029934749511281,0.5989934749511282,0.7619934749511282,0.7619934749511282
25-30,GX/P1E,0.3328573899301254,0.4718573899301254,0.4718573899301254,0.3668573899301254,0.21985738993012544,0.3228573899301254,0.3228573899301254,0.8188573899301254,0.43285738993012535,0.5168573899301254,0.5168573899301254,0.6238573899301253,0.6198573899301255,0.7828573899301257,0.7828573899301257,0.6238573899301253,0.6198573899301255,0.7828573899301257,0.7828573899301257
30-35,GX/P1E,0.3525464174290798,0.4915464174290797,0.4915464174290797,0.3865464174290797,0.23954641742907976,0.34254641742907976,0.34254641742907976,0.8385464174290796,0.4525464174290797,0.5365464174290797,0.5365464174290797,0.6435464174290797,0.6395464174290798,0.80254641742908,0.80254641742908,0.6435464174290797,0.6395464174290798,0.80254641742908,0.80254641742908
35-40,GX/P1E,0.37076209356376794,0.509762093563768,0.509762093563768,0.40476209356376797,0.25776209356376795,0.360762093563768,0.360762093563768,0.8567620935637678,0.47076209356376786,0.554762093563768,0.554762093563768,0.6617620935637678,0.657762093563768,0.8207620935637682,0.8207620935637682,0.6617620935637678,0.657762093563768,0.8207620935637682,0.8207620935637682
40-45,GX/P1E,0.3869844718140039,0.525984471814004,0.525984471814004,0.4209844718140039,0.2739844718140039,0.37698447181400396,0.37698447181400396,0.872984471814004,0.4869844718140039,0.5709844718140039,0.5709844718140039,0.6779844718140038,0.673984471814004,0.836984471814004,0.836984471814004,0.6779844718140038,0.673984471814004,0.836984471814004,0.836984471814004
45-50,GX/P1E,0.4002191654127184,0.5392191654127184,0.5392191654127184,0.43421916541271843,0.28721916541271847,0.39021916541271845,0.39021916541271845,0.8862191654127184,0.5002191654127184,0.5842191654127183,0.5842191654127183,0.6912191654127184,0.6872191654127185,0.8502191654127187,0.8502191654127187,0.6912191654127184,0.6872191654127185,0.8502191654127187,0.8502191654127187
50-55,GX/P1E,0.40941579941128103,0.5484157994112809,0.5484157994112809,0.44341579941128095,0.296415799411281,0.399415799411281,0.399415799411281,0.8954157994112809,0.5094157994112809,0.593415799411281,0.593415799411281,0.700415799411281,0.6964157994112811,0.8594157994112811,0.8594157994112811,0.700415799411281,0.6964157994112811,0.8594157994112811,0.8594157994112811
55-60,GX/P1E,0.4130942935742393,0.5520942935742393,0.5520942935742393,0.44709429357423935,0.3000942935742393,0.4030942935742393,0.4030942935742393,0.8990942935742393,0.5130942935742393,0.5970942935742394,0.5970942935742394,0.7040942935742391,0.7000942935742392,0.8630942935742395,0.8630942935742395,0.7040942935742391,0.7000942935742392,0.8630942935742395,0.8630942935742395
60-65,GX/P1E,0.4088112959005596,0.5478112959005595,0.5478112959005595,0.44281129590055957,0.2958112959005596,0.3988112959005596,0.3988112959005596,0.8948112959005595,0.5088112959005594,0.5928112959005596,0.5928112959005596,0.6998112959005596,0.6958112959005597,0.8588112959005597,0.8588112959005597,0.6998112959005596,0.6958112959005597,0.8588112959005597,0.8588112959005597
65-70,GX/P1E,0.39290306118463203,0.5319030611846319,0.5319030611846319,0.426903061184632,0.279903061184632,0.382903061184632,0.382903061184632,0.878903061184632,0.49290306118463195,0.576903061184632,0.576903061184632,0.6839030611846321,0.6799030611846321,0.8429030611846321,0.8429030611846321,0.6839030611846321,0.6799030611846321,0.8429030611846321,0.8429030611846321
70-75,GX/P1E,0.36383403438958045,0.5028340343895804,0.5028340343895804,0.39783403438958037,0.2508340343895804,0.3538340343895804,0.3538340343895804,0.8498340343895804,0.4638340343895804,0.5478340343895803,0.5478340343895803,0.6548340343895804,0.6508340343895804,0.8138340343895805,0.8138340343895805,0.6548340343895804,0.6508340343895804,0.8138340343895805,0.8138340343895805
75+,GX/P1E,0.2717402117365149,0.41074021173651487,0.41074021173651487,0.3057402117365149,0.1587402117365149,0.2617402117365149,0.2617402117365149,0.7577402117365147,0.3717402117365149,0.45574021173651486,0.45574021173651486,0.5627402117365149,0.558740211736515,0.721740211736515,0.721740211736515,0.5627402117365149,0.558740211736515,0.721740211736515,0.721740211736515
0-5,SARS-CoV-1,0.2976693016219015,0.26066930162190155,0.26066930162190155,0.054669301621901444,0.08266930162190149,0.09166930162190143,0.09166930162190143,0.43966930162190165,0.20566930162190147,0.3826693016219015,0.3826693016219015,0.3156693016219015,0.30766930162190154,0.3156693016219015,0.3156693016219015,0.3156693016219015,0.30766930162190154,0.3156693016219015,0.3156693016219015
5-10,SARS-CoV-1,0.3203816915941937,0.28338169159419374,0.28338169159419374,0.07738169159419361,0.10538169159419365,0.1143816915941936,0.1143816915941936,0.4623816915941939,0.22838169159419366,0.4053816915941936,0.4053816915941936,0.3383816915941937,0.3303816915941937,0.3383816915941937,0.3383816915941937,0.3383816915941937,0.3303816915941937,0.3383816915941937,0.3383816915941937
10-15,SARS-CoV-1,0.34303940375916236,0.3060394037591624,0.3060394037591624,0.10003940375916233,0.12803940375916237,0.13703940375916232,0.13703940375916232,0.4850394037591625,0.25103940375916234,0.42803940375916233,0.42803940375916233,0.3610394037591623,0.35303940375916243,0.3610394037591623,0.3610394037591623,0.3610394037591623,0.35303940375916243,0.3610394037591623,0.3610394037591623
15-20,SARS-CoV-1,0.366206854707599,0.3292068547075991,0.3292068547075991,0.12320685470759893,0.15120685470759898,0.16020685470759893,0.16020685470759893,0.5082068547075992,0.274206854707599,0.4512068547075989,0.4512068547075989,0.384206854707599,0.376206854707599,0.384206854707599,0.384206854707599,0.384206854707599,0.376206854707599,0.384206854707599,0.384206854707599
20-25,SARS-CoV-1,0.3879934749511281,0.3509934749511282,0.3509934749511282,0.14499347495112805,0.1729934749511281,0.18199347495112805,0.18199347495112805,0.5299934749511284,0.29599347495112815,0.4729934749511281,0.4729934749511281,0.4059934749511281,0.3979934749511282,0.4059934749511281,0.4059934749511281,0.4059934749511281,0.3979934749511282,0.4059934749511281,0.4059934749511281
25-30,SARS-CoV-1,0.40885738993012544,0.3718573899301255,0.3718573899301255,0.16585738993012536,0.19385738993012538,0.20285738993012536,0.20285738993012536,0.5508573899301257,0.3168573899301254,0.49385738993012535,0.49385738993012535,0.4268573899301254,0.41885738993012545,0.4268573899301254,0.4268573899301254,0.4268573899301254,0.41885738993012545,0.4268573899301254,0.4268573899301254
30-35,SARS-CoV-1,0.42854641742907984,0.3915464174290798,0.3915464174290798,0.18554641742907968,0.21354641742907973,0.22254641742907968,0.22254641742907968,0.57054641742908,0.33654641742907976,0.5135464174290797,0.5135464174290797,0.44654641742907974,0.4385464174290798,0.44654641742907974,0.44654641742907974,0.44654641742907974,0.4385464174290798,0.44654641742907974,0.44654641742907974
35-40,SARS-CoV-1,0.446762093563768,0.409762093563768,0.409762093563768,0.2037620935637679,0.23176209356376798,0.24076209356376788,0.24076209356376788,0.5887620935637682,0.3547620935637679,0.5317620935637679,0.5317620935637679,0.46476209356376796,0.456762093563768,0.46476209356376796,0.46476209356376796,0.46476209356376796,0.456762093563768,0.46476209356376796,0.46476209356376796
40-45,SARS-CoV-1,0.462984471814004,0.42598447181400406,0.42598447181400406,0.21998447181400388,0.2479844718140039,0.25698447181400386,0.25698447181400386,0.6049844718140042,0.3709844718140039,0.5479844718140039,0.5479844718140039,0.48098447181400394,0.472984471814004,0.48098447181400394,0.48098447181400394,0.48098447181400394,0.472984471814004,0.48098447181400394,0.48098447181400394
45-50,SARS-CoV-1,0.4762191654127185,0.4392191654127185,0.4392191654127185,0.23321916541271842,0.26121916541271845,0.2702191654127184,0.2702191654127184,0.6182191654127186,0.3842191654127184,0.5612191654127184,0.5612191654127184,0.49421916541271843,0.4862191654127185,0.49421916541271843,0.49421916541271843,0.49421916541271843,0.4862191654127185,0.49421916541271843,0.49421916541271843
50-55,SARS-CoV-1,0.485415799411281,0.4484157994112811,0.4484157994112811,0.24241579941128094,0.27041579941128097,0.279415799411281,0.279415799411281,0.6274157994112812,0.393415799411281,0.570415799411281,0.570415799411281,0.503415799411281,0.495415799411281,0.503415799411281,0.503415799411281,0.503415799411281,0.495415799411281,0.503415799411281,0.503415799411281
55-60,SARS-CoV-1,0.4890942935742393,0.45209429357423936,0.45209429357423936,0.24609429357423926,0.27409429357423926,0.28309429357423926,0.28309429357423926,0.6310942935742395,0.39709429357423925,0.5740942935742392,0.5740942935742392,0.5070942935742393,0.49909429357423934,0.5070942935742393,0.5070942935742393,0.5070942935742393,0.49909429357423934,0.5070942935742393,0.5070942935742393
60-65,SARS-CoV-1,0.4848112959005596,0.4478112959005596,0.4478112959005596,0.24181129590055953,0.2698112959005596,0.27881129590055953,0.27881129590055953,0.6268112959005598,0.3928112959005596,0.5698112959005596,0.5698112959005596,0.5028112959005596,0.49481129590055956,0.5028112959005596,0.5028112959005596,0.5028112959005596,0.49481129590055956,0.5028112959005596,0.5028112959005596
65-70,SARS-CoV-1,0.468903061184632,0.43190306118463206,0.43190306118463206,0.22590306118463194,0.253903061184632,0.26290306118463197,0.26290306118463197,0.6109030611846322,0.37690306118463196,0.553903061184632,0.553903061184632,0.486903061184632,0.478903061184632,0.486903061184632,0.486903061184632,0.486903061184632,0.478903061184632,0.486903061184632,0.486903061184632
70-75,SARS-CoV-1,0.43983403438958046,0.4028340343895805,0.4028340343895805,0.19683403438958033,0.2248340343895804,0.23383403438958034,0.23383403438958034,0.5818340343895806,0.34783403438958044,0.5248340343895803,0.5248340343895803,0.4578340343895804,0.4498340343895805,0.4578340343895804,0.4578340343895804,0.4578340343895804,0.4498340343895805,0.4578340343895804,0.4578340343895804
75+,SARS-CoV-1,0.3477402117365149,0.310740211736515,0.310740211736515,0.10474021173651485,0.1327402117365149,0.14174021173651485,0.14174021173651485,0.4897402117365151,0.2557402117365149,0.4327402117365149,0.4327402117365149,0.3657402117365149,0.35774021173651493,0.3657402117365149,0.3657402117365149,0.3657402117365149,0.35774021173651493,0.3657402117365149,0.3657402117365149
